"GEOID","Population","Housing_Units"
"060990002011",1775,654
"060990002012",1441,535
"060990002013",1027,382
"060990002014",602,268
"060990002015",1366,551
"060990002021",1611,586
"060990002022",1058,339
"060990002023",1960,684
"060990002024",3683,1108
"060990002041",2227,949
"060990002042",896,344
"060990002043",2055,772
"060990002051",1360,490
"060990002052",2755,1045
"060990003011",1369,449
"060990003012",669,275
"060990003021",867,253
"060990003031",2622,738
"060990003041",1290,371
"060990003042",1691,500
"060990003043",2145,579
"060990004051",1895,654
"060990004052",718,251
"060990004062",2934,848
"060990009053",1782,653
"060990009061",1935,695
"060990009062",2275,1033
"060990009063",1896,733
"060990009131",1178,428
"060990009132",1018,372
"060990009133",2417,769
"060990009134",2753,843
"060990009142",2541,896
"060990009151",2667,853
"060990009152",2166,746
"060990020021",2289,722
"060990020022",1089,385
"060990020041",1537,563
"060990020044",1894,603
"060990020051",2127,615
"060990020052",1861,539
"060990020061",2361,666
"060990020062",2404,672
"060990028011",2870,889
"060990028012",2228,629
"060990028021",1306,406
"060990028022",2847,839
"060990028023",1444,564
"060990028024",1334,471
"060990028031",1384,568
"060990028032",1549,642
"060090001241",1572,750
"060090001242",742,393
"060990001012",1435,542
"060990001013",1437,545
"060990028013",1024,372
"061090052012",1253,699
"060090001231",1794,986
"060090001232",896,852
"061090051021",1359,630
"061090052011",576,294
"061099852021",2734,0
"061090011003",1346,599
"061090011004",478,267
"061090012003",1318,723
"061090012004",534,231
"061090041012",1160,507
"061090041021",1271,670
"061090041022",1201,631
"061090051011",2045,929
"061090051012",1443,723
"061090051013",932,462
"061090051014",1082,541
"061090051022",1630,784
"060090002201",2092,833
"060090002202",1778,690
"060090002203",1979,799
"060090002212",1861,747
"060090002221",2081,837
"060090002222",2316,936
"060050003041",1853,789
"060050003042",2444,997
"060050005003",1134,481
"060090002211",1996,862
"060050005002",921,474
"060090002213",1834,790
"060090003011",1191,601
"060090003012",1382,662
"060090003013",1613,730
"060090001211",1677,845
"060090001212",1451,733
"060090001213",1226,648
"060090001222",492,274
"060090001221",1505,968
"060090001223",1842,852
"061090011001",1116,455
"061090011002",940,464
"061090012001",1048,502
"061090012002",1179,604
"061090021011",612,352
"061090021012",712,322
"061090021013",1106,553
"061090021014",850,424
"061090021022",609,336
"061090022023",1098,507
"060090003021",1418,745
"060090004005",454,301
"060090004006",560,349
"060090003022",754,484
"060090005011",1236,1297
"060090005012",1978,1335
"060090005051",743,1195
"060090005052",465,498
"060090004004",530,306
"060670096081",1703,473
"060670096083",3261,1086
"060670096084",2007,592
"060670096092",820,256
"060670096121",1127,364
"060670096122",2437,891
"060670096123",1757,583
"060670096141",3126,953
"060670096142",2094,697
"060670096143",2014,601
"060670096161",1538,521
"060670096162",801,264
"060670096163",2345,855
"060670096164",1433,545
"060670096171",1153,459
"060670096172",2460,928
"060670096181",1274,399
"060670096182",1914,539
"060670096183",1646,624
"060670096221",1483,559
"060670096222",887,298
"060670096223",1572,582
"060670096224",2553,934
"060670096225",1070,401
"060670096321",1438,398
"060670096322",2352,673
"060670096323",1943,588
"060670096324",1462,393
"060670096351",1994,576
"060670096352",1363,399
"060670096353",2720,912
"060670096371",1093,305
"060670096372",3059,768
"060670096373",2222,565
"060670096393",1408,581
"060670096421",1874,696
"060670096431",1777,547
"060670096432",1340,460
"060670096433",2090,737
"060670096434",1154,379
"060670096441",1359,457
"060670096442",1969,859
"060670096451",2132,827
"060670096452",1275,411
"060670096453",1172,357
"060670096461",1617,443
"060670096462",2166,559
"060670096471",2329,672
"060670096472",2042,621
"060670096473",2246,614
"060670096481",2581,717
"060670096482",981,287
"060670096491",2924,935
"060670096492",866,249
"060670096493",1524,459
"060670096511",1010,631
"060670096532",1162,314
"060670033001",1258,595
"060670033002",1471,681
"060670033003",1527,681
"060670034001",1366,520
"060670034002",1331,732
"060670034003",1638,674
"060670035012",1127,519
"060670035013",781,411
"060670035021",1260,574
"060670035022",931,396
"060670038001",2252,771
"060670038003",790,269
"060670038004",923,314
"060670039001",1079,490
"060670039002",1214,576
"060670039003",1305,632
"060670040051",1111,511
"060670040052",749,330
"060670040053",1549,701
"060670040054",1009,532
"060670040061",1254,634
"060670040062",1812,868
"060670040063",1126,422
"060670040064",983,462
"060670040081",2220,974
"060670040082",1445,598
"060670040111",1377,605
"060670040112",1808,839
"060670040121",796,299
"060670040122",1243,567
"060670040123",1299,567
"060670040131",1804,782
"060670040132",1776,760
"060670040141",1256,671
"060670040142",1452,636
"060670040151",1359,585
"060670040152",1094,523
"060670040153",1801,773
"060670040161",2108,870
"060670040171",1492,650
"060670040172",1321,677
"060670040181",1241,568
"060670040182",1200,503
"060670040191",1898,818
"060670040192",1098,491
"060670040201",1140,704
"060670040202",995,580
"060670042011",1009,306
"060670042012",2421,725
"060670042013",2134,690
"060670042022",1827,485
"060670043011",1829,475
"060670043013",1911,527
"060670043022",2514,643
"061130104021",1851,570
"060670030011",1625,520
"060670030012",1132,503
"060670030021",1439,701
"060670030022",1321,599
"060670030023",1137,491
"060670031011",1005,346
"060670031012",745,264
"060670031013",1081,374
"060670031014",752,269
"060670031021",878,311
"060670031022",1300,443
"060670031023",990,333
"060670032021",1168,394
"060670032022",1035,324
"060670032023",2028,665
"060670032024",1123,395
"060670032031",1221,310
"060670032032",1928,473
"060670032041",2254,634
"060670032042",1178,370
"060670032043",2121,564
"060670035011",852,353
"060670035023",843,367
"060670036001",1718,670
"060670036002",1010,355
"060670037001",1742,515
"060670038002",1383,460
"060670041001",2123,659
"060670041002",1627,578
"060670041003",1709,507
"060670042021",1945,726
"060670042023",2002,528
"060670042031",2800,805
"060670042032",3089,894
"060670043012",1179,317
"060670043021",2216,564
"060670044012",1139,314
"060670044013",1117,417
"060670044014",943,337
"060670044021",1034,320
"060670044022",1929,617
"060670044023",1380,453
"060670045011",1854,569
"060670045012",1789,583
"060670045021",1383,419
"060670045022",2158,722
"060670045023",1821,644
"060670046021",2746,782
"060670046022",900,276
"060670046023",2017,665
"060670046031",1047,332
"060670046032",1742,596
"060670046041",1056,343
"060670046042",2523,794
"060670046043",1501,457
"060670047011",1363,425
"060670047012",2532,817
"060670047021",2014,555
"060670047022",1590,507
"060670047023",1446,506
"060670048011",1342,496
"060670048012",1501,399
"060670048013",1639,446
"060670048014",1559,398
"060670048021",3152,976
"060670048022",1806,551
"060670049041",2031,645
"060670049042",2625,831
"060670049043",1812,536
"060670049061",1991,602
"060670049062",1288,368
"060670049071",1931,602
"060670049072",592,236
"060670049081",1408,399
"060670049082",1511,391
"060670049083",1821,485
"060670049091",479,341
"060670049092",2413,669
"060670049101",1414,433
"060670049102",1580,575
"060670049103",1109,315
"060670050021",2715,941
"060670050022",1930,639
"060670050023",2791,1094
"060670050031",1932,690
"060670050032",1289,355
"060670050033",2019,557
"060670050041",941,250
"060670050042",1738,495
"060670050043",1024,260
"060670096011",1115,330
"060670096012",1980,563
"060670096013",1091,258
"060670096014",2768,764
"060670096082",3085,1058
"060670096091",2345,615
"060670096093",2143,611
"060670096101",1719,476
"060670096102",2888,804
"060670096103",2257,614
"060670096331",1736,471
"060670096332",1837,588
"060670096341",2635,863
"060670096342",1019,277
"060670096343",1496,392
"060670096401",1490,644
"060670096402",1634,453
"060670096411",1220,370
"060670096412",1560,663
"060670096413",1449,410
"060670051011",2113,603
"060670051012",2766,808
"060670051021",2536,834
"060670051022",2096,906
"060670090052",725,341
"060670092011",4984,1639
"060670092012",1036,342
"060670092013",761,349
"060670093071",1851,695
"060670093072",2143,669
"060670093073",1442,506
"060670093081",1982,645
"060670093082",2713,996
"060670093083",1502,595
"060670093091",1693,664
"060670093092",731,259
"060670093101",1631,663
"060670093102",1402,464
"060670093103",1688,549
"060670093104",1303,445
"060670093105",1279,451
"060670093111",1444,426
"060670093112",2981,888
"060670093113",2325,678
"060670093121",1218,354
"060670093122",2142,569
"060670093123",2597,765
"060670093124",1792,555
"060670093141",2672,740
"060670093142",2628,808
"060670093143",1050,360
"060670093161",2784,805
"060670093162",2131,499
"060670093171",3522,1025
"060670093172",1438,441
"060670093173",2222,709
"060670093181",2497,680
"060670093191",3211,894
"060670093192",1184,300
"060670093193",1193,332
"060670093201",1368,513
"060670093202",1937,561
"060670093203",1383,391
"060670093211",1098,332
"060670093212",2403,695
"060670093213",2474,697
"060670093231",2671,904
"060670093232",2934,953
"060670093261",2275,606
"060670093262",1213,371
"060670093263",1629,558
"060670093281",1335,378
"060670093282",2941,811
"060670093283",1746,484
"060670093291",1030,308
"060670093292",1441,443
"060670093301",2040,568
"060670093302",2501,738
"060670093311",1464,421
"060670093312",2447,662
"060670093313",1896,485
"060670093314",1856,518
"060670093321",1609,498
"060670093331",2374,733
"060670093341",2907,806
"060670093342",1436,409
"060670093343",1497,435
"060670093351",2301,553
"060670093352",2211,537
"060670093353",1654,608
"060670093361",850,302
"060670093362",1307,370
"060670093363",1693,559
"060670096111",1055,353
"060670096112",2498,882
"060670096391",1071,306
"060670096392",1418,396
"060670096501",598,160
"060670096502",1399,371
"060670096503",1458,403
"060670096512",4673,1336
"060670096521",1299,441
"060670096522",2511,956
"060670006001",741,400
"060670006002",945,468
"060670007001",2676,649
"060670008001",556,364
"060670008002",1081,801
"060670011031",229,76
"060670011032",316,205
"060670011033",1059,1038
"060670012021",700,484
"060670012022",1155,970
"060670020001",1746,398
"060670020003",857,505
"060670021001",1027,509
"060670021002",1009,486
"060670021003",737,382
"060670022001",1545,646
"060670022002",1416,684
"060670022003",944,407
"060670022004",993,469
"060670023001",762,375
"060670023002",859,466
"060670023003",1085,471
"060670023004",674,374
"060670024001",1557,677
"060670024002",1483,646
"060670024003",747,475
"060670024004",840,359
"060670053011",2166,359
"060670070072",1537,425
"060670070101",1044,560
"060670070102",1932,977
"060670070103",1039,485
"060670070111",1313,525
"060670070112",1706,651
"060670070113",1036,557
"060670070114",1338,457
"060670070115",390,249
"060670070116",711,350
"060670070121",1931,745
"060670070122",1674,688
"060670070131",1349,451
"060670070132",1666,588
"060670070171",1181,410
"060670070172",1805,670
"060670070201",1493,701
"060670070202",1044,346
"060670070203",1688,704
"060670070231",1234,479
"060670070232",1321,502
"060670070233",1153,402
"060670070241",2626,997
"061130101031",1515,535
"061130101032",2149,774
"061130101033",2218,681
"061130101041",1910,757
"061130101042",689,321
"061130101043",1573,579
"061130101044",873,354
"061130101051",2008,963
"061130102011",2858,1325
"061130102012",1127,488
"061130102032",2096,839
"061130102033",1727,620
"061130102034",513,247
"061130102041",1555,667
"061130102042",898,384
"061130102043",1470,640
"061130102044",1263,499
"061130103102",1821,590
"061130103121",2836,1018
"061130103122",1726,676
"061130103123",758,282
"061130103131",2127,837
"061130103132",3279,995
"061130103141",2322,798
"061130103151",1442,571
"060670001001",2066,933
"060670001002",941,455
"060670001003",742,364
"060670002001",928,354
"060670002002",941,478
"060670002003",1089,519
"060670002004",931,458
"060670003001",904,408
"060670003002",716,365
"060670003003",1727,817
"060670004001",860,493
"060670004002",637,425
"060670004003",775,512
"060670004004",669,398
"060670004005",899,570
"060670005011",832,464
"060670005012",1073,758
"060670005021",923,684
"060670005022",510,279
"060670011021",569,491
"060670011022",874,693
"060670012011",669,688
"060670012012",1472,1101
"060670013001",1024,682
"060670013002",1053,722
"060670013003",1243,854
"060670014001",775,551
"060670014002",832,390
"060670014003",1323,999
"060670015001",879,482
"060670015002",1074,484
"060670015003",816,389
"060670015004",676,344
"060670015005",1501,798
"060670016011",1028,530
"060670016012",1933,657
"060670016013",947,468
"060670016021",1235,578
"060670016022",1410,683
"060670017011",2574,1131
"060670017021",1382,880
"060670017022",1251,618
"060670017023",987,628
"060670018001",1237,623
"060670018002",824,459
"060670018003",794,400
"060670018004",1129,520
"060670018005",1362,644
"060670019001",844,434
"060670019002",761,441
"060670019003",989,617
"060670019004",915,405
"060670020002",1279,783
"060670025001",773,361
"060670025002",1162,567
"060670026001",1141,637
"060670026002",653,319
"060670026003",744,349
"060670027001",639,294
"060670027002",1202,589
"060670027003",636,282
"060670027004",1068,462
"060670028001",1174,477
"060670028002",723,274
"060670028003",1420,483
"060670029001",1458,762
"060670029002",1009,531
"060670029003",761,355
"060670029004",1389,668
"060670037002",887,296
"060670037003",1982,582
"060670044011",1232,375
"060670052011",1022,588
"060670052012",3623,425
"060670053012",735,331
"060670053013",2607,107
"060670054021",1603,885
"060670054022",1669,959
"060670054031",1036,673
"060670054032",1198,746
"060670055021",905,377
"060670055022",2019,678
"060670055023",3107,1135
"060670055061",1518,649
"060670055081",632,399
"060670055091",2008,1120
"060670062021",1606,536
"060670062022",1989,882
"060670062023",724,254
"060670062042",2351,772
"060670063002",1517,577
"060670063003",1219,417
"060670063004",1005,319
"060670066003",1226,427
"060670066004",1105,391
"060670066005",1754,641
"060670067054",1501,372
"060670068011",1990,578
"060670068021",1300,393
"060670068022",1506,613
"060670068031",2006,533
"060670068032",1145,323
"060670069011",902,515
"060670069012",872,411
"060670069021",941,305
"060670069022",1566,685
"060670069023",1101,476
"060670070012",1061,331
"060670070013",1095,349
"060670070071",2355,706
"060670070073",1799,558
"060670070234",1429,463
"060670063001",1521,515
"060670064001",1296,416
"060670064002",1237,422
"060670064003",969,322
"060670064004",1165,387
"060670064005",1251,392
"060670065011",1808,490
"060670065012",1296,446
"060670065013",1901,518
"060670065021",1428,434
"060670065022",1137,305
"060670066001",1524,444
"060670066002",1494,411
"060670067031",1210,320
"060670067032",1650,453
"060670067033",2125,678
"060670067041",1423,383
"060670067042",1173,347
"060670067043",1307,421
"060670067051",606,178
"060670067052",1485,387
"060670067053",1390,379
"060670067061",1599,434
"060670067062",2344,625
"060670070011",2337,670
"060670070161",1585,499
"060670070162",1610,497
"060670070163",2776,817
"060670070191",771,280
"060670070192",2044,642
"060670070211",2808,971
"060670070212",1987,694
"060670070221",1154,421
"060670070222",2335,936
"060670070251",1706,707
"060670070252",1989,696
"060670070261",2609,1175
"060670070262",1444,611
"060670070263",1644,556
"060670070271",787,389
"060670070272",1358,679
"060670070281",1603,424
"060670070282",1278,576
"060670070283",2229,968
"060670071011",218,90
"060670071031",2640,963
"060670071032",1418,729
"060670071051",2915,1013
"060670071052",2783,928
"060670071053",1710,523
"060670071061",1420,450
"060670071062",2827,927
"060670071063",1706,594
"060670071064",1425,418
"060670071071",1857,641
"060670071073",1352,595
"060670071081",3359,1019
"060670071082",2779,888
"060670071091",1793,821
"060670071092",2008,1209
"060670071101",2421,852
"060670071102",1851,552
"060670071111",2761,888
"060670071112",1566,490
"060670072021",1589,508
"060670072022",1371,487
"060670072023",1322,416
"060670072041",2283,647
"060670072042",1357,396
"060670072043",1869,570
"060670072061",1661,571
"060670072071",1349,469
"060670072072",1397,461
"060670072073",1584,501
"060670072081",790,263
"060670072082",2437,746
"060670072083",1592,506
"060670072091",1764,595
"060670072092",2117,697
"060670052021",1296,521
"060670052022",700,335
"060670052023",1517,662
"060670052041",799,309
"060670052042",1174,568
"060670052043",1308,470
"060670052044",943,461
"060670052045",676,285
"060670052051",1831,666
"060670052052",1265,691
"060670054041",959,375
"060670054042",795,496
"060670054043",1014,652
"060670054044",1724,908
"060670054045",914,381
"060670054046",674,306
"060670055051",1737,726
"060670055052",1743,635
"060670055053",2139,964
"060670055062",1892,800
"060670055082",1505,897
"060670055083",1354,746
"060670055101",651,417
"060670055102",1355,780
"060670055103",2046,785
"060670055104",1186,561
"060670056011",1036,376
"060670056012",1982,807
"060670056013",1365,471
"060670056014",1753,843
"060670056051",1900,760
"060670056052",1858,694
"060670056061",908,370
"060670056062",1644,797
"060670056063",1088,435
"060670056064",821,370
"060670057011",1304,560
"060670057012",816,303
"060670057013",1055,489
"060670057021",953,388
"060670057022",994,411
"060670057023",1218,468
"060670057024",790,283
"060670057025",932,377
"060670058011",904,382
"060670058012",1712,780
"060670058013",1599,721
"060670058014",1120,448
"060670058031",1717,681
"060670058032",1120,476
"060670058033",894,372
"060670058041",1126,502
"060670058042",1533,648
"060670059031",2253,992
"060670059032",743,247
"060670059041",1013,407
"060670059042",1123,470
"060670059043",853,364
"060670059044",2359,1016
"060670060021",856,387
"060670060022",1632,639
"060670060023",858,345
"060670060024",912,353
"060670060025",1051,512
"060670060041",947,398
"060670060042",950,390
"060670060043",729,317
"060670061013",1355,586
"060670061021",1150,642
"060670061022",1826,878
"060670061023",1071,381
"060670062031",1452,577
"060670062032",2421,910
"060670062041",1786,828
"060670077011",1138,469
"060670077012",2316,864
"060670077013",1065,433
"060670077014",1110,481
"060670077015",1791,684
"060670077021",2235,889
"060670077022",1016,394
"060670077023",1604,686
"060670089092",739,271
"060670091031",2084,783
"060670091032",1388,514
"060670091051",1121,471
"060670091052",863,388
"060670091053",921,310
"060670091061",1692,926
"060670091062",1382,577
"060670091063",1173,479
"060670091071",776,345
"060670091072",2585,1026
"060670091081",1257,474
"060670091082",1080,419
"060670091083",1463,556
"060670091091",1060,379
"060670091092",1578,600
"060670091093",1237,460
"060670091094",1000,345
"060670091101",787,296
"060670091102",1086,488
"060670091111",2233,833
"060670091112",1846,869
"060670091113",1721,623
"060670091121",1996,839
"060670091122",1694,558
"060670078021",1180,519
"060670078022",885,371
"060670078023",1882,817
"060670078024",1004,459
"060670087033",1469,774
"060670087034",1239,405
"060670088021",1014,299
"060670088022",860,248
"060670088023",1127,344
"060670088031",864,387
"060670088032",902,308
"060670089051",1279,475
"060670089052",1617,580
"060670089053",2016,713
"060670089071",1275,619
"060670089072",1702,639
"060670089073",1318,487
"060670089074",982,318
"060670089081",2304,826
"060670089082",2171,859
"060670089083",729,478
"060670089091",1742,629
"060670089101",1515,547
"060670089102",2253,852
"060670089111",1019,313
"060670089112",1415,557
"060670089121",794,372
"060670089122",1642,655
"060670089123",694,316
"060670089131",1100,401
"060670089132",1317,497
"060670089133",1903,693
"060670090041",2430,786
"060670090042",1611,553
"060670090051",2786,989
"060670090061",2347,968
"060670090062",2492,773
"060670090063",810,264
"060670090071",1440,554
"060670090072",1644,602
"060670090081",1694,534
"060670090082",1310,520
"060670090083",2139,701
"060670090101",1708,721
"060670090102",1327,657
"060670090103",1322,663
"060670090104",1661,708
"060670090111",1788,590
"060670090112",896,325
"060670090113",2863,976
"060670059011",1725,610
"060670059012",1457,578
"060670059013",1929,753
"060670059014",1611,711
"060670060031",2187,870
"060670060032",2133,847
"060670060033",709,301
"060670061011",1951,827
"060670061012",2194,907
"060670073011",3125,990
"060670073012",1179,433
"060670073013",947,327
"060670074021",2041,580
"060670074022",2379,709
"060670074023",1278,400
"060670074024",1294,389
"060670074031",2187,638
"060670074032",2782,806
"060670074131",2836,995
"060670074132",3031,1094
"060670074133",1689,428
"060670074141",2569,909
"060670074142",1840,558
"060670074151",1307,417
"060670074152",2138,773
"060670074161",2112,823
"060670074162",2063,737
"060670074172",2716,839
"060670074221",1864,612
"060670074222",985,329
"060670074231",1277,502
"060670074232",2362,751
"060670074233",2164,890
"060670074241",2537,853
"060670074242",1550,567
"060670074261",1429,461
"060670074262",1015,361
"060670074271",1489,514
"060670074272",2488,653
"060670074273",1854,540
"060670074274",1447,541
"060670074281",1944,648
"060670074282",1812,670
"060670074291",2066,833
"060670074292",1211,364
"060670074293",1909,714
"060670074341",1306,372
"060670074342",2203,707
"060670074343",2830,849
"060670074351",2420,828
"060670074373",2908,799
"060670074381",3455,1127
"060670074391",2207,859
"060670074392",2542,749
"060670075011",1337,473
"060670075012",1159,374
"060670075013",633,245
"060670075014",1996,884
"060670075015",2043,842
"060670075031",1351,576
"060670075032",1783,735
"060670075033",853,335
"060670075034",1618,591
"060670075041",930,363
"060670075042",1326,515
"060670076021",1392,550
"060670076022",1290,539
"060670076023",1516,585
"060670076024",910,447
"060670076031",1740,790
"060670076032",1427,626
"060670076041",1858,799
"060670081301",1173,430
"060670081302",1730,573
"060670081303",1111,384
"060670081315",1272,542
"060670081331",1433,695
"060670074361",2251,658
"060670076042",2242,985
"060670078011",1924,784
"060670078012",1628,741
"060670078013",997,501
"060670078014",1258,575
"060670079031",786,305
"060670079032",1051,413
"060670079033",667,269
"060670079034",1344,596
"060670079035",1021,382
"060670079041",1792,718
"060670079042",1428,559
"060670079043",1177,433
"060670079044",815,311
"060670079051",2139,933
"060670079052",2345,895
"060670079061",2609,1094
"060670079062",1223,560
"060670080071",1456,674
"060670080072",1834,818
"060670080082",1539,578
"060670080083",1739,818
"060670080092",1044,455
"060670080093",1571,757
"060670080094",1117,550
"060670080101",811,314
"060670080102",1304,576
"060670080103",1432,565
"060670080104",1485,714
"060670081111",1613,641
"060670081112",1811,717
"060670081113",1582,579
"060670081114",1461,527
"060670081131",2867,1151
"060670081132",985,354
"060670081171",886,351
"060670081172",1282,478
"060670081191",1709,742
"060670081192",1160,442
"060670081193",791,319
"060670081194",1230,465
"060670081195",967,347
"060670081201",1793,698
"060670081202",1667,608
"060670081203",1379,780
"060670081223",859,374
"060670081242",1941,708
"060670081252",1044,443
"060670081253",1927,722
"060670081271",2125,739
"060670081272",2800,1016
"060670081281",1191,527
"060670081291",1591,638
"060670081292",1928,683
"060670081311",888,491
"060670081312",970,541
"060670081313",874,436
"060670081314",1792,684
"060670081321",1718,852
"060670081322",2040,705
"060670081332",1361,558
"060670081341",1175,483
"060670081342",2204,986
"060670081343",1707,716
"060670081351",846,518
"060670081352",1538,720
"060670081353",842,447
"060670081354",1057,594
"060670081361",989,451
"060670081362",1859,1000
"060670081371",1393,509
"060670081372",1037,478
"060670081381",991,359
"060670081382",1627,626
"060670081383",1106,443
"060670081391",649,328
"060670081392",1226,676
"060670081393",1943,875
"060670081401",1402,517
"060670081402",1693,696
"060670081411",1003,365
"060670081412",1366,532
"060670081413",906,294
"060670081414",1928,894
"060670081415",2097,859
"060670081421",2557,971
"060670081422",1167,525
"060670081431",2590,1139
"060670081432",1789,651
"060670081441",745,282
"060670081442",2273,840
"060670081453",905,311
"060050003012",4844,390
"060670086011",2549,1026
"060670086012",1410,619
"060670086013",1604,731
"060670086021",854,326
"060670087072",22,1
"060670087074",1741,495
"060670087076",1061,299
"060670087082",59,4
"060670094042",1745,562
"060670094043",1290,605
"060670094044",1818,617
"060670086022",875,420
"060670087041",1634,448
"060670087042",30,3
"060670087043",1941,535
"060670087061",1899,647
"060670087062",99,9
"060670087071",993,258
"060670087073",536,201
"060670087075",2295,635
"060670087081",1693,550
"060670087083",30,8
"060670087084",168,96
"060670087085",0,0
"060670087086",1223,399
"060670080051",791,313
"060670080052",2561,1029
"060670080053",1295,564
"060670080061",1651,755
"060670080062",1291,502
"060670080063",1634,759
"060670080064",1293,516
"060670080081",1661,658
"060670080091",960,351
"060670081221",930,395
"060670081222",2101,854
"060670081241",2751,955
"060670081251",2434,1013
"060670081451",1362,492
"060670081452",1413,513
"060670081454",1487,566
"060670081455",1225,444
"060670081456",1128,408
"060670082031",1405,579
"060670082032",1516,649
"060670082033",2002,724
"060670082041",2448,993
"060670082042",2254,841
"060670082061",877,400
"060670082062",2812,1013
"060670082063",2241,930
"060670082071",721,310
"060670082072",697,288
"060670082073",1429,532
"060670082074",789,313
"060670082075",893,436
"060670082081",859,316
"060670082082",1031,459
"060670082083",1427,629
"060670082084",1398,575
"060670082091",1973,975
"060670082092",2399,952
"060670082101",2628,1011
"060670082102",1855,1001
"060670082103",1177,650
"060670082111",2007,765
"060670082112",952,350
"060670084021",1435,505
"060670084022",1633,675
"060670084023",2379,925
"060670084031",2127,1025
"060670084032",2360,958
"060670084033",1573,647
"060670084041",692,311
"060670084042",1171,598
"060670084043",1466,686
"060670085011",2254,785
"060670085012",1776,657
"060670085013",1582,599
"060670085014",1452,550
"060670085041",1654,708
"060670085042",3065,1214
"060670085043",648,299
"060670085051",1013,332
"060670085052",1187,433
"060670085061",939,540
"060670085062",889,501
"060670085063",999,564
"060670085071",1953,873
"060670085072",2156,829
"060670085081",2784,1021
"060670085082",2009,723
"060670085083",3201,1090
"060670085084",903,323
"060670085091",1546,515
"060670085092",960,301
"060670085093",2242,698
"060670085101",2020,679
"060670085102",1465,439
"060670085103",1807,629
"060670085121",3516,1118
"060670085122",1937,641
"060670085131",2600,992
"060670085132",1362,560
"060670087021",1639,781
"060670087022",1228,564
"060670087031",1886,841
"060670087032",1192,584
"060679883001",5667,41
"060170307112",2479,1302
"060170307121",1041,386
"060170307123",2924,968
"060170307061",1982,732
"060170307062",1453,475
"060170307063",1690,718
"060170307064",1438,506
"060170307091",1415,469
"060170307092",2302,797
"060170307093",1348,476
"060170307101",2711,943
"060170307102",1527,616
"060170307103",1709,621
"060170307111",1571,530
"060170307113",2468,1072
"060170307122",1149,396
"060170317001",3660,1144
"060170318001",794,285
"060170318002",2771,865
"060170318003",2555,796
"060170318004",776,252
"060170308041",1631,599
"060170308044",1389,528
"060170308071",2019,785
"060170308072",2025,725
"060170308081",1318,522
"060170308082",1470,555
"060170308083",2033,782
"060170308084",1905,681
"060170308091",958,347
"060170308092",1599,684
"060170308101",1185,499
"060170308102",1144,416
"060170308103",1315,575
"060170308111",1689,824
"060170308121",2017,743
"060170308122",2221,813
"060170308123",1576,818
"060610213271",1131,543
"060670072062",2406,823
"061010511003",997,394
"060610210383",2093,653
"060610210391",998,671
"060610210392",705,451
"060610210401",878,574
"060610210402",1282,874
"060610210403",963,629
"060610210441",1509,512
"060610210442",2269,807
"060610210443",1987,584
"060610210471",1967,720
"060610210472",2496,806
"060610210481",1639,563
"060610210482",1800,591
"060610213251",2714,1164
"060610213252",2791,759
"060610213253",3774,1417
"060610213261",1159,312
"060610213262",3235,920
"060610213272",2303,909
"060610213273",1165,381
"060610213274",1044,341
"060610213282",1848,493
"060610213283",2437,784
"060610213284",3234,1045
"060610225001",2356,791
"060610225002",2333,793
"060610231001",2071,601
"060610231002",3391,1432
"060670074171",969,310
"060670074301",1125,426
"060670074302",1879,564
"060670074303",2084,646
"060670074304",2990,909
"060670074311",1671,522
"060670074312",1942,598
"060670074321",2535,793
"060670074322",2701,800
"060670074371",2677,793
"060670074372",1491,451
"060610207121",1528,649
"060610207122",1035,415
"060610207123",1292,505
"060610207131",1901,880
"060610207132",1422,553
"060610207141",2009,794
"060610207142",1839,691
"060610207151",1422,529
"060610208051",2022,743
"060610208052",1064,443
"060610208053",1116,566
"060610208061",2201,1117
"060610208062",1375,613
"060610209011",1211,508
"060610209012",1566,591
"060610209081",1771,734
"060610209082",2017,711
"060610209083",2669,981
"060610209084",1055,371
"060610210031",1318,629
"060610210032",722,296
"060610210033",1158,378
"060610210034",1276,634
"060610210035",1703,697
"060610210036",607,269
"060610210341",1943,620
"060610210342",1628,595
"060610210343",760,252
"060610210371",2209,1046
"060610210381",987,364
"060610210382",1814,633
"060610210384",2733,941
"060610210431",1907,799
"060610210432",1853,638
"060610210451",2346,994
"060610210452",1187,394
"060610210461",844,347
"060610210462",2056,922
"060610210463",2156,940
"060610211062",1521,593
"060610211281",1164,540
"060610211282",2080,752
"060610211311",1668,551
"060610211312",2111,838
"060610226001",2319,780
"060610226002",15,1
"060610226003",2648,1317
"060610228001",2470,939
"060610228002",2516,844
"060610229001",1689,608
"060610229002",1515,608
"060610229003",2561,778
"060610230001",1508,443
"060610230002",2406,684
"060610231003",3235,1041
"060670081282",1201,436
"060610211232",1921,657
"060610211301",758,451
"060610211302",1514,601
"060610211313",1943,1002
"060610213231",3396,924
"060610213232",1294,587
"060610213233",1316,391
"060610213234",5217,1419
"060610213241",1448,484
"060610213242",2722,828
"060610213243",2151,724
"060610213285",416,150
"060610214012",1761,590
"060610214031",1283,466
"060610214032",1087,341
"060610214033",1062,357
"060610214034",2374,827
"060610214035",1358,450
"060610232001",3096,863
"060610232002",2982,919
"060610233001",2484,779
"060610233002",3849,1198
"060610235021",1612,511
"060610235023",55,8
"060610235024",1909,582
"060610236001",1928,1170
"060610236002",1373,864
"060610236003",1060,691
